language,id,text,documents.id,documents.score
en,68,What is the difference between a muscle strain and cramps?,68,0.0875639021
en,69,What is the cause of muscle cramps,69,0.0472008586
en,70,What is the best way to get rid of foot cramps without icyhot ?,70,0.1883848011
en,71,What is the best way to get rid of cramps?,71,0.2177552879
en,72,What is the best thing 2 do 4 muscle cramps? uMrs. Blandingu,72,0.144256413
en,73,What is the best relief for menstrual cramps?,73,0.7856604457
en,74,What is the best cure for cramps?,74,0.2376578152
en,75,What is good to have for cramps?,75,0.7761619091
en,76,What is Dysmenorrhea?,76,0.2883099318
en,77,What is another way to get rid of menstrual cramps?,77,0.0876658559
en,78,What is another reason I'm experiencing cramps but no bleeding?,78,0.1037656069
en,79,What illness has indigestion flagilence and cramping above the belly botton?,79,0.1366017163
en,80,What if you experience lower abdominal cramps could that mean pregnancy?,80,0.1102342606
en,81,What if stretching massaging and tylonal and heat does not work to relieve horrible back cramps...then what do you do to get rid of cramps?,81,0.0075370669
en,82,What if i had protected sex..im on birth control he didnt cum inside me at all or near me and im getting cramps but have yet to start my period,82,0.1023369133
en,83,What helps your period cramps?,83,0.1369190216
en,84,What helps woman cramps,84,0.120100379
en,85,What helps stomach cramps?,85,0.120100379
en,86,What helps period cramps?,86,0.1000007987
en,87,What helps period cramps,87,0.1000007987
en,88,What helps cramps?,88,0.1008227766
en,89,What help bad stomach aches and bad cramps?,89,0.0145906806
en,90,What food gets rid of cramps,90,0.0884311199
en,91,What excercises take menstrual cramps away My Girl,91,0.0874625444
en,92,What done helps with cramps?,92,0.1363996565
en,93,What does it mean when you have pain near your cervix during sex that feels like cramping?,93,0.1217764914
en,94,What does it mean when you cramp after sex?,94,0.2035196424
en,95,What does it mean if your cramping and pregnant?,95,0.8626924157
en,96,What does it mean if your 3 dayslate on your period and your tits are sore and your haveing sharp lower back pains,96,0.0489957035
en,97,What does it mean if you have cramps all the time not on period,97,0.0829302669
en,98,What does it mean if you have bad cramps on your period?for the first day,98,0.1426870227
en,99,what does it mean if you feel like yur cramping when your not on your period,99,0.1528322101
en,100,What does it mean If I have a lot of cramps but I'm not on my period?,100,0.0870870948
en,101,what does brown discharge from the vagina along with cramps mean?,101,0.0396406054
en,102,what does a cramp feel like?,102,0.0804845989
en,103,What do you do when you have really bad cramps?,103,0.0268439651
en,104,What do you do for very bad gas cramps while your pregnent?  <:>Smim,104,0.0636070073
en,105,What do I do if I have really bad menstrual cramps and my medicine isn't working?,105,0.0041853786
en,106,What do cramps feel likr,106,0.0310457647
en,107,What do cramps feel like?,107,0.0825081766
en,108,What could the causes of severe abdomen cramps and constant bleeding for 12 days be?,108,0.043677479
en,109,What could it be when you have periodic chest pains and your teeth start cracking?,109,0.0579167306
en,110,What could be the reason that i am 3 weeks late for my period have abdominal pains lower back pain urinary tract symptoms exhausted bloating negatiue preg test,110,0.0271971524
en,111,what could be the cause of cramping during urination?,111,0.746575892
en,112,What could be a diagnosis for a late period and sharp pains in the lower abdomen and so sick feelings,112,0.020827055
en,113,What could b the cause of severe cramps,113,0.1005145013
en,114,What causes your stomach to cramp everytime you eat? C. Watson<3(:,114,0.1960009634
en,115,What causes sever cramps all over the body  AngelEyez,115,0.0574352741
en,116,What causes menstrual cramps?,116,0.0549329817
en,117,What causes menstral cramps,117,0.0210720003
en,118,What causes cramps,118,0.0475569367
en,119,What can i do to ease period cramps and why do i have it twice in a month,119,0.119325757
en,120,What can cause light cramping tinder boobs pain on my right side and Moodiness y cant u just answer in ur opinion none of those r even close 2 what i asked,120,0.7499979138
en,121,What can cause a women 2 cramp?,121,0.1456188262
en,122,What are ways to relieve cramps,122,0.0858176053
en,123,What are the best ways to get rid menstrual cramps.,123,0.2130868435
en,124,What are some ways to get rid of menstraul cramps quick while your are at school and can't take pain medicine?,124,0.0773629248
en,125,What are some stretches to get rid of cramps???,125,0.0558808744
en,126,what are some over the counter drugs for cramps?,126,0.0672302842
en,127,What are some different things you can eat or drink to help with period cramps?,127,0.7614693642
en,128,What are good ways to get rid of menstral cramps?,128,0.1707302332
en,129,What are cramps?,129,0.0083152354
en,130,What are cramps,130,0.0083152354
en,131,What all would help with menstral pain,131,0.0923435688
en,132,What about cramps from PMS?,132,0.0459461808
en,133,what a good way to get rid of cramps from your period?,133,0.8011219501
en,134,Well yes and congrats on havein a baby hahahah yes u do have cramps <A: TMHTD :>,134,0.9975163341
en,135,ways to relieve period cramps?,135,0.0864826441
en,136,ways to relieve painful menstrual cramps instantly,136,0.0730986297
en,137,Wats some good food that helps with cramps,137,0.7646668553
en,138,Wats a good way 2 help when u have a very heavy painful period?,138,0.2170451581
en,139,Wat is the best way to get rid of cramps while ur running,139,0.8080859184
en,140,Wat if you got cramps and have to pee all the time,140,0.0603756607
en,141,Wat cause thigh cramping,141,0.5
en,142,Wat cause cramps if not pregnant,142,0.0226165354
en,143,Wat can cramps mean the day after having sex,143,0.1748093069
en,144,Took eight laxatives last nite.. Now in morning i am cramping and pooping why?,144,0.0855641961
en,145,The condom broke and i have cramps. Am i pregnant?,145,0.0149019659
en,146,stop pms pain * Crystal*,146,0.030174315
en,147,Stomach cramps from asprin,147,0.0675929487
en,148,So what does cramping mean? Is it cuz my partner went to hard....or what?,148,0.0860996246
en,149,Since im cramping bad and stuff and the pain wont let me sleep or walk or anything is it have to do with my period ?,149,0.0047262311
en,150,School nurse is not here how do i get rid of cramps while in school?,150,0.0875133276
en,151,Period cramps TheDevilisaLIE!,151,0.123198837
en,152,No to both. I don't really have cramping just sore like i did a bunch of situps. Other explainitions?,152,0.0708037019
en,153,No not menstrual cramps. Just muscle cramp. Why does it hurt?,153,0.0044072866
en,154,my period is not due for 2 weeks and ive been cramping and having sore breasts since a week after my last period was over why,154,0.0098427534
en,155,My feet keep cramping up what would cause that,155,0.0775634944
en,156,"My doctor said I could go on birth control for my cramps and heavy bleeding during my period. My parents, however, won't let",156,0.0335035324
en,157,My breast are tender and feel full and i have some mild cramping whats going on? Nates Wife,157,0.1897259653
en,158,"Lulu, if you have cramps without menustrating, does it mean You're pregnant?",158,0.1447511315
en,159,Lulu is it normal to cramp during pregnancy,159,0.2429741919
en,160,lulu is it a normal pregnancy symptom for my ovaries to be cramping 5 days after conception?,160,0.2206626534
en,161,LuLu I have cramps. :-(,161,6.69956207275391E-005
en,162,"Ive been extremely nauseous all night, the smallest smell makes me want to throw up and im cramping what in gods name is wrong with me???",162,0.0053746998
en,163,Its not cramping its contractions,163,0.9683656096
en,164,Is there any way to get rid of stomach cramps,164,0.090128392
en,165,Is the pain of first haveing sex as bad as the pain of a females period?,165,0.0168238282
en,166,Is stomach cramping usual in the first trimester of pregnancy?,166,0.1415677667
en,167,Is spotting tender breast and cramping signs of pregnancy,167,0.7979681492
en,168,Is mild cramping at 27 weeks pregnant normal?,168,0.5
en,169,Is it true u get cramps from not having enough iron in ur body?,169,0.8202991486
en,170,Is it true that having an orgasm can help with menstrual cramps and can help lighten your period?,170,0.7659624815
en,171,Is it normal to have cramps a week or two after your period?,171,0.1261799634
en,172,is it normal to cramp real bad that u cant stand it when u start ur period.,172,0.1311018765
en,173,Is it normal to cramp after your off your period,173,0.7684156895
en,174,Is it normal to cramp a lil bit wen ur first pregnant,174,0.7618682384
en,175,Is it normal for cramping associated with pregnancy or periods to last all day?,175,0.6796761751
en,176,Is it normal for a girl 2 start cramping when she still has a while before her period,176,0.1387132406
en,177,is it normal 4 a pregnant woman 2 feel crampy during her 4th month of pregnancy?,177,0.1835805178
en,178,Is it n0rmal to cramp a week before my period.,178,0.1454147398
en,179,is it common to have menstral type cramps when starting a new birth control pill?,179,0.8085646629
en,180,Is it common to have cramps while you are pregnant?,180,0.0633642077
en,181,Is it bad to use Midol for your cramps on your second period ?,181,0.0741630793
en,182,Is it bad if u cramp after sex?,182,0.0761853158
en,183,Is extreme cramping a sign your having twins?,183,0.1256943047
en,184,Is cramping while pregnant normal *Star*,184,0.0784201026
en,185,Is cramping normal during pregnancy?  I<3EJ....#<('<),185,0.13325423
en,186,Is cramping an early sign of pregnancy?,186,0.06875211
en,187,Is cramping a sign of pregnancy?,187,0.0795205832
en,188,im having cramps on left side of my abdomen and fever 100.1 could this be a sign of etopic pregnacy,188,0.031224966
en,189,If you think your pregnant but it hasnt even been a month but your stomach cramps really bad all the time ? Are you pregnant ?,189,0.1627267301
en,190,if you think your pregnant and your due for your period can you still get cramps and have discharge?,190,0.1027683318
en,191,If you have a cramp in your stomach for several days is it serious?,191,0.1178062558
en,192,If you get cramping the day after having sex does that mean you are pregnant?,192,0.0991735756
en,193,If you are late for your period and could be pregnant would you be cramping the days your late,193,0.0131124556
en,194,If my period is much lighter and less painful could i be pregnant,194,0.249718219
en,195,If ibueprofen doesn't work what is the best thing to do to releive cramps during your period?,195,0.0709165633
en,196,If i just took one mydol for my cramps what would it do? <*KRISTENATOR*>,196,0.1227887571
en,197,"If i am 2 days late on my period, but still having menstral cycle pains.am i pregnant?",197,0.0515818
en,198,I'm having bad menstrual cramps!,198,0.0045723021
en,199,I'm cramping i'm moody an i really don't want to hear you bitch at me about stupid Shit. Ok.?,199,0.0078654587
en,200,"I haven't started my period yet, but i have cramps like im going to. What is wrong",200,0.0288501382
en,201,I have pelvic cramps back pain spotting and I feel dizzy. What's wrong?,201,0.0001430809
en,202,"i have had cramps in my stomach, always peeing, hungry and i am getting sick to certain smells what do you think is wrong?",202,0.0056007504
en,203,I have extremly bad menstral cramps?,203,0.0104758143
en,204,I asked why is there cramping after an ORGASM?,204,0.0802460909
en,205,I am having cramping and back pain is this signs of labor,205,0.1122653782
en,206,I am a month late from gettin my birth control shot. And may be pregnant. Why am i having cramping,206,0.0999097228
en,207,How to stop cramps without medicine,207,0.0583114922
en,208,How to stop cramps,208,0.048772037
en,209,How to get rid of menstrual cramps?,209,0.0837714374
en,210,how to get rid of cramps?,210,0.0785882771
en,211,How to get rid of cramps with out usin pills,211,0.1021743119
en,212,How to get rid of a foot cramp?,212,0.0731731951
en,213,How to deal with pregnancy cramps,213,0.0425059795
en,214,How soon before a womans period start does she get cramps?,214,0.124155134
en,215,How long should ovulation cramping last?,215,0.0977308452
en,216,How long does implantation cramps last Amyrose,216,0.0527353287
en,217,How long do early pregnancy cramps last,217,0.0968899131
en,218,How early in pregnancy do you start feeling cramps?,218,0.0383544266
en,219,How do you stop menstrual cramps.  *kelli*,219,0.0572080612
en,220,How do you stop cramps?,220,0.0330222547
en,221,How do you relieve menstural cramps?,221,0.0827046931
en,222,How do you relieve menstrual cramps ?,222,0.1114767194
en,223,How do you relieve cramps?,223,0.1114102602
en,224,How do you get rid of period cramps?,224,0.1192030609
en,225,How do you get rid of menstrual cramps,225,0.0943425298
en,226,How do you get rid of cramps?,226,0.0895146728
en,227,how do you get rid of cramps without using meds or bananas?,227,0.29129076
en,228,How do you get rid of cramps while in school?,228,0.1281944215
en,229,how do you get rid of cramps fast?,229,0.1359636784
en,230,How do you get rid of cramps,230,0.0895146728
en,231,How do u stop side cramps,231,0.0742771924
en,232,How do u get rud of period cramps,232,0.0526305735
en,233,how do u get rid of cramps,233,0.1323330998
en,234,how do u get rid of a cramp in your calf?,234,0.1895625591
en,235,How do i relive menstral cramps?,235,0.0487088859
en,236,how do i get rid of menstraul cramps?,236,0.0718973875
en,237,How can you make period cramps go away?,237,0.0732545257
en,238,How can you get rid of stomach cramps?,238,0.0914640427
en,239,How can you get rid of cramps?,239,0.0832922757
en,240,How can you avoid getting cramps while running?,240,0.1205186844
en,241,How can u get rid of cramps,241,0.1455664337
en,242,How can i take my period cramps away??.. iLoveYouA&F!,242,0.0653329492
en,243,how can i get rid of cramps?,243,0.0832922757
en,244,How can I get rid of a cramp?,244,0.1286688149
en,245,How 2 stop menstrual cramps?,245,0.0622125566
en,246,Home remedy for stomach cramps,246,0.1070258915
en,247,foot cramps,247,0.0215452909
en,248,Fix period cramps,248,0.0832529962
en,249,Does your stomach cramp whenever your pregnant?,249,0.0556464195
en,250,Does your stomach cramp when your pregnant,250,0.0556464195
