language,id,text,documents.id,documents.score
en,39,Is it bad when menstrual cramps make you throw up?,39,0.0209777355
en,40,Does implantation bleeding cause cramps?,40,0.0275478065
en,41,"I have a cramp in my chest, is that bad?",41,0.001814276
en,42,Can u have period and period cramps if ur pregnant?,42,0.1966872811
en,43,Are chest pains and short breathing a sign of starting periods?,43,0.150428921
en,44,why do you have stomach cramps after sex?,44,0.0446817875
en,45,what foods help the female body during menstrual cramps feel better?,45,0.1771013439
en,46,What is the best thing for menstrual cramps,46,0.7506765723
en,47,With early signs of pregnancy do you receive cramps like you do with a period?,47,0.1968340874
en,48,Are cramps after a missed period a sign of pregnancy?,48,0.1690326929
en,49,Lulu what is abdominal cramping,49,0.3019319475
en,50,What are some good ways to lessen the pain of cramps?,50,0.0871778131
en,51,My period is not leting me sleep im in such pain what do i do,51,0.101759702
en,52,How come some women never get cramps from their period and others always do?,52,0.07704705
en,53,Lulu is it common to have cramps and ur first period when ur pregnant?,53,0.2251202166
en,54,Whats the difference from taking tylonal compared to midol for menstrual cramps?,54,0.1156442463
en,55,"Lulu While 39 weeks pregnant What does it mean when your back has a consistent throbbing pain and your stomach keeps cramping, but then it setteled down",55,0.2039831281
en,56,What is actually happening to your body when you get cramps,56,0.0303086638
en,57,does coffee help cramps,57,0.0365180969
en,58,Lulu. do u cramp when ur pergo . And get contipated,58,0.7891671658
en,59,What do you do if period cramps are unbearable?,59,0.0142044723
en,60,What can help with menstrual cramps?,60,0.1190109849
en,61,Can cramping be a symptom of pregnancy?,61,0.2075886428
en,62,Lulu Whats the best natural way to get rid of cramps?,62,0.2327503264
en,63,I am having really painful abdominal cramps and I don't know why or how to get rid of them. Help!!!,63,0.028641969
en,64,How to stop cramps?,64,0.048772037
en,65,Which birth control is best at reducing painful cramps?,65,0.1835908592
en,66,do u have cramps when ur pregnant?,66,0.1912623346
en,67,"lulu, i have a major cramp in my right ovary. its not from my period. what it is?",67,0.2427557111
en,68,I have been having little cramps n my stomach and headahes everyday..and a late period. Are those signs os pregnancy?,68,0.0380818248
en,69,does sex help with menstrual cramps,69,0.0459559858
en,70,Is cramping normal during ovulation?,70,0.051471591
en,71,Are cramps a early sign of pregnancy?,71,0.06875211
en,72,how early in a pregnacy can a woman start feeling abdominal cramping?,72,0.2999017239
en,73,Why am i having cramps if i'm pregnant? 02-02-05,73,0.0913449526
en,74,are period like cramps normal durin pregnancy,74,0.1307180226
en,75,When do you stop cramping from an abortion? Like 3 weeks?,75,0.0916166902
en,76,Kan i take tylanol 4 cramps,76,0.0400609374
en,77,Do bananas normally gove cramps?,77,0.0369296074
en,78,why am i having cramping two days after i ovulate? >lo?+-in-y*u<,78,0.0687605441
en,79,"Well, more like cramping",79,0.8426252604
en,80,How does a heating pad help with menstrual cramps?,80,0.1257829666
en,81,what causes cramps in the stomach?,81,0.0888256729
en,82,Lulu. What takes menstral cramps away?,82,0.0364976823
en,83,is cramping an early symptom of pregnancy?,83,0.0642335415
en,84,Am i supposed to have little cramps if i'm pregnant,84,0.0142465234
en,85,What does it mean if you have cramping along with irregular bleeding after taking the morning after pill,85,0.0936821699
en,86,If a woman on birthcontrol has her period a few days late but has a very heavy flow and bad cramping could she be pregnant?,86,0.0105168521
en,87,why are period cramps so painful?,87,0.0452691019
en,88,How do I stop these painfull cramps?!,88,0.0591078401
en,89,How can i get rid of cramps from a peiod 1Tim. 4:12,89,0.1618948281
en,90,What's the best way to get rid of period cramps fast?,90,0.2498049736
en,91,what is a quick solution for menstrual cramps?,91,0.2463254035
en,92,What are some good ways to relieve cramps?,92,0.2457925379
en,93,How long do period cramps usually last?,93,0.0957797766
en,94,Whats good 4 stomach or PMS cramps?,94,0.1259515584
en,95,Why is my lower stomach cramping?,95,0.2605145574
en,96,Is stomach pain and cramps an early symptom of pregnancy?,96,0.0687682629
en,97,What is the difference between primary and secondary dysmenorrhea?,97,0.2588768005
en,98,If i block out my menstrual cramps will they seem like i don't even have them Stan!:,98,0.0487413406
en,99,How can i make period cramps feel better?,99,0.2208211124
en,100,what are more ways to get rif of your period cramps?,100,0.0923784971
en,101,Is it normal to have cramps 10 days before your period? Could this mean your pregnant?,101,0.2134678662
en,102,ovulation cramps?,102,3.8743019104003906e-7
en,103,What type of cramps are there.,103,0.7589953542
en,104,Why do i have cramps when i'm not on m period?,104,0.0044312179
en,105,What causes muscle cramping?,105,0.1784920394
en,106,Can you get back and side cramps when your only 11 days pregnant,106,0.121011138
en,107,What is a good way to help cramps besides pills? *<Creeper loves yew>*,107,0.8825359344
en,108,Is there drinks or pills to get rid of menstrual cramps?,108,0.1230226755
en,109,Why is there cramping in the first two weeks of pregnancy?,109,0.1423353255
en,110,Where is cramping located during pregnacy,110,0.0618131757
en,111,Why do have the feeling of menstral cramps but i know i'm not on my period,111,0.0285473466
en,112,does it mean your pregnant if you have cramps everyday ?,112,0.2060891092
en,113,what is muscle cramps?!,113,0.0294908881
en,114,wat is the quickest way 2 get rid of period stomache cramps?,114,0.2190166712
en,115,Does caffiene help cramps?,115,0.0365180969
en,116,"If your pregnant while yu have bad cramps? <<3=July 28,'09>",116,0.0982553363
en,117,How can I alleviate menstrual cramps?,117,0.0920690596
en,118,My period id 4 days late why am i cramping an tired,118,0.0023768544
en,119,Should i go on birth control pills if my period comes every 3 weeks and gives me a lot of pain?,119,0.0950727165
en,120,Can an IUD cause cramping?,120,0.2507244349
en,121,is it normal to have bad cramps after sex when pregnant,121,0.1276569068
en,122,Can birth control make you cramp if its been your 4 day,122,0.116522342
en,123,Lu lu whats an instant pain reliever for cramps at work,123,0.0363678932
en,124,Is it normal to have mild cramping when you are 13 weeks pregnant?,124,0.5
en,125,Can lower back cramping mean a woman is just getting ready to start her monthly cycle?,125,0.7215948701
en,126,What home remedies for period cramps?,126,0.1194968522
en,127,No i didnt ask that i said when your pregnant is it normal to have like period cramps,127,0.1343193948
en,128,Cramping the day after sex,128,0.0933023095
en,129,Cramps from an iud being placed,129,0.0898800194
en,130,When you're pregnant do you get period cramps,130,0.0842562318
en,131,How do u releieve brain cramps,131,0.0758321881
en,132,Is there cramping and bleeding during implantation of the fetus?,132,0.1140709221
en,133,Is cramping and moodyness and breakouts early pregnancy signs?,133,0.0418800712
en,134,What does it mean when you cramp on one side,134,0.1509653628
en,135,Bananas help get rid of menstrual cramps?,135,0.1171959639
en,136,is abdominal and pelvic cramping a symptom of PID in women?,136,0.7549775839
en,137,Can tampons giv u cramps??,137,0.0776966214
en,138,Is prolonged cramping normal in early pregnancy?,138,0.6733078361
en,139,How to get ride of cramps.,139,0.0940142572
en,140,Do girls experience cramps before starting there period,140,0.7516700029
en,141,5 weeks pregnant slight cramping along with egg white discharge and no spotting or blood.,141,0.5
en,142,Why am i cramping on the depo C)-(UL!T4&)<3Y,142,0.5
en,143,period cramps that is.,143,0.083016485
en,144,What causes cramps when your on your period .unbreakable.,144,0.1219298542
en,145,What helps cramps? *LaynniieMarie*,145,0.1261699796
en,146,What medicine do you recommend for period cramps?,146,0.197917223
en,147,What are possible causes for severe cramping during a woman's menstrual cycle?,147,0.1850748658
en,148,I been so tired all day didn't eat much at all... been drinking alot of sprite though. anyways my stomach been cramping and not to long ago my i jumped up runni,148,0.0512084663
en,149,What does it mean when the right bottom of your stomach cramps?,149,0.7830876112
en,150,When im on my period why do i get cramps on just the left side?,150,0.0640966594
en,151,"dear cha cha guide that just answered my last question, you suck ass. I hope you have horrible stomach cramps. Arrogant son of a Bitch.",151,0.008618474
en,152,What are some easy period cramp relievers to help ease pain?,152,0.150385946
en,153,I have cramps and i already had my period this month,153,0.034281522
en,154,lower abdominal cramps during first trimester,154,0.0965947211
en,155,What does it mean when there is white discharge coming out of the vagina and a bad cramp in the stomach?,155,0.0567689538
en,156,Wats a good medicine 4 menstral cramps?,156,0.1213691831
en,157,For a woman what does it mean when you have severe cramps but its not time for your period,157,0.1276457608
en,158,Is it bad to have stomach cramps once every week?,158,0.0070766807
en,159,Why do i have painful cramps after unprotected sex?,159,0.0128238499
en,160,Is it normal for stomach cramps while using the copper marena iud birthcontrol?,160,0.1814388633
en,161,"Im not on my period, but why do i get cramps?",161,0.0545678139
en,162,How do i make my cramps go away ?,162,0.0545799434
en,163,What is a natural cure for period cramps?,163,0.2473550737
en,164,Why is it that when someone has their period you have cramps too?,164,0.1338496804
en,165,What does cramping mean in early stages of pregnancy,165,0.1415508091
en,166,If u have stomach pains from a period or ur uterus or ovaries hurting could it be pergnant or just a bad period?? It also hurts to have a sexual Brie & Chris <3,166,0.8042879105
en,167,what are some ways to get rid of cramps?!,167,0.0833799839
en,168,Is it normal to have painful cramps during your period ?  *Bue :),168,0.9750649929
en,169,Will aneurontin help menstraul cramps,169,0.0484787226
en,170,Do u get cramps when ur peroid ends?,170,0.1439949274
en,171,Do woman usually cramp in the first week of pregnancy?,171,0.1328497827
en,172,Is cramping and burning In your lower stomach a sign of pregnancy? Majara Nicole:),172,0.1606394649
en,173,Does milk help with menstral cramps?,173,0.0253545642
en,174,Severe cramping during pregnancy,174,0.055241257
en,175,Why u cramp a week after ur peroid 5-03-10,175,0.1183509827
en,176,How to cure menstruel cramps,176,0.0670465827
en,177,Is spottin and crampin a sign of cervical cancer?,177,0.1755078435
en,178,Whats the best thing to do for menstral pain?,178,0.1451627612
en,179,"if you have sevre constipation and you use and enema, can the cramps still be there for a while? Dust&Laughter<3",179,0.12198928
en,180,are rectal pains normal while on your period?,180,0.1631775796
en,181,Can pregnancy cramps start 6 days after sex?,181,0.1266543567
en,182,Can girls get cramps when theyre pregnant?,182,0.1633667946
en,183,Cure menstrual cramps,183,0.0501919985
en,184,I have cramps sometimes and im not on my period and i have irregularr periods <P.S I LOVE YOU>,184,0.1947933733
en,185,"When you get your period,what are cramps?",185,0.055275619
en,186,"My breast are tender, cramps here and there, and no period for 44 days, and negative hpt, could I be pregnant?",186,0.0317641795
en,187,For my period can i take aleve for my cramps  *Eroticle*,187,0.7738904953
en,188,Does ice help a cramp?,188,0.121583879
en,189,What could cramping in my lower belly be?,189,0.0951932371
en,190,Is it normal for a female to cramp after sex??,190,0.7730658054
en,191,Cramps and soar boobs,191,0.0003151298
en,192,Are cramps as bad when your pregnant?,192,0.0037121475
en,193,Is it goog to have vigina cramps JEH+CJT=4EVER,193,0.088185519
en,194,When u have period cramps can cumming help them hurt less,194,0.1284092963
en,195,Would cramping a few hours after having sex be a sign of conceiving?,195,0.1076782942
en,196,Is bad period like cramping normal in pregnancy,196,0.0300704241
en,197,How long does implantation cramping usually last for?,197,0.0940289199
en,198,What is the cause of dysmenorrhea?,198,0.2306189239
en,199,Why am i still having cramps and lower back pains 2 weeks after my period?,199,0.0185170174
en,200,Stomach pain during period... what helps stop it?,200,0.1144957244
en,201,Whats good to eat for cramps?,201,0.2326622605
en,202,Does crohns disease cause cronic cramps?,202,0.0229431689
en,203,If ur tummy is cramping really bad what are some things to fix it  *Mi_Mi_14*,203,0.0362978876
en,204,What can I do for cramping calves?,204,0.8110786676
en,205,Is it at all possible to be bleeding and cramping an still be pregnant,205,0.0629735887
en,206,What helps for pain of cramps?,206,0.0376777351
en,207,So a week or two is too early for cramping and vomiting?,207,0.1845598817
en,208,would aspirin help cramp pain,208,0.0520333648
en,209,I am pregnant and i been having a constant slight cramping?,209,0.2175476551
en,210,How long can ovulation cramps last,210,0.1363438368
en,211,How to get your calve mussels to stop cramping,211,0.1794822812
en,212,Can cramps be so bad that they cause a person to throw up,212,0.0096019506
en,213,What is good to use for menstral cramps? *Tasha*,213,0.8172293901
en,214,what causes cramping when your on ur period *Lilley:)*,214,0.5
en,215,Can your tounge cramp?,215,0.0874962211
en,216,"Do you cramp alot, during your first week of pregnancy?",216,0.1645103395
en,217,"Symptoms I have are extreme lower abdomen pressure, heavy bleeding, bloating, and cramps. Any ideas what it could be?",217,0.0345056355
en,218,What help wit cramps,218,0.1248497069
en,219,Would midol help with pregnancy cramps?,219,0.0348088741
en,220,How often will i get cramps during my pregnancy,220,0.1519047022
en,221,Does pickle juice really help cramps,221,0.0770267844
en,222,Does cranberry juice help cramping  '_',222,0.0365180969
en,223,What does it mean when your entire abdominal region cramps up when not menstruating?,223,0.1984450221
en,224,Is there any way to relieve cramps from your period?,224,0.149882853
en,225,A natural way to ease menstral cramps?,225,0.1871672273
en,226,Can you get cramps in your stomach when your at the beginning of your pregnancy?,226,0.1880333424
en,227,What is the Bert thing to do for period cramps and pain,227,0.0995923281
en,228,my stomach is cramping bad could i be pregnant?,228,0.0217268765
en,229,Y do i keep getting cramps in my foot?,229,0.0186334252
en,230,Why do i have such bad cramps when im not even on my period?,230,0.0480778813
en,231,Is Brown Discharge And Cramping Days before Period Normal ?,231,0.5
en,232,What's it mean when you are cramping and vomiting and have nausea and you feel very weak,232,0.0033409894
en,233,What can i do to get rid of cramping from a period?,233,0.7466788292
en,234,Where are the inplantation cramps usually located at and do they make you feel pukey?,234,0.1313413978
en,235,What could it mean if you get reoccuring cramping pains in your lower abdomin?,235,0.1039303243
en,236,What causes cramps I*LOVE*HIM,236,0.2392750382
en,237,What if you are just having bad back cramps?,237,0.0156739056
en,238,Mild menstral like cramping around week 34 of pregnancy?,238,0.6932983994
en,239,I keep having cramps in my vagina,239,0.0075883567
en,240,What is the medical term for painful menstrual cycle?,240,0.1275076568
en,241,Does having an orgasim really help with cramps?,241,0.0628982484
en,242,Intense sharp pains behind belly button and cramps?,242,0.0258554518
en,243,What's something good to take for cramps?,243,0.2047303021
en,244,If i'm having mucus discharge and cramps could i possible be in labor?,244,0.0733837485
en,245,What are some natural ways to help reduce period cramps without pills,245,0.824508667
en,246,Does implantion bleeding ususally include cramps?,246,0.0558089316
en,247,Whats it mean when your stomach is cramping when your pregnant,247,0.163282454
en,248,What common medicines help with menstral cramps???,248,0.1402151585
en,249,Is it ok to cramp bad while pregnant?,249,0.1829040349
en,250,How do u get rid of stomace cramps,250,0.1194671094
