language,id,text,documents.id,documents.score
en,127,Do bananas help your cramps?,127,0.166022718
en,128,Will birth control pills help with cramps?,128,0.2456951439
en,129,This is vaginal discharge. And i have cramps as well,129,0.0791474581
en,130,Can you puke from having bad cramps from your period,130,0.0569087267
en,131,Are strong cramps common in the sixth week of pregnancy?,131,0.1456569135
en,132,Does chocolate help menstrul cramps,132,0.0128311515
en,133,Whenever dogs get their period do they get cramps?,133,0.0738025308
en,134,What is cramping the day after period ends,134,0.0137340426
en,135,if ur pregnant and u some how go through a menstarsl period would it be painfull Cody,135,0.5
en,136,Is it okay to cramp in the first month of pregnancy? 8/28/10*TSG<33(:,136,0.7539989948
en,137,When your pregnant can your belly hurt at the bottom like your cramping but worse,137,0.0331881344
en,138,Does caphine help cramps?,138,0.0221262574
en,139,what causes constipation cramps Phil. 1:6-7,139,0.1191596985
en,140,how do you stop extreme painful cramps?,140,0.036695838
en,141,Is having cramps a normal symtom of pregnancy? donoso.*,141,0.0721506178
en,142,Can female masterbation cause uterus cramps?,142,0.0095329583
en,143,How do you get rid of mensteral cramps?,143,0.0718973875
en,144,What helps to get rid of menstral cramps?,144,0.0886469185
en,145,*How can you gwt rid of cramps,145,0.0847175419
en,146,Does water stop cramps,146,0.0051041245
en,147,Is it okay 2 have sex white cramping,147,0.7207886577
en,148,"please help, i have cramps, what will help them?",148,0.1411421895
en,149,What's a good remedy for making cramps go away,149,0.7639341354
en,150,Whats the condition called when your periods are very painful,150,0.1030330062
en,151,Rectum pain during period,151,0.0383240283
en,152,can you get cramps from a uti?,152,0.120465219
en,153,Heavy period bad cramps am I pregnate.,153,0.0203132629
en,154,Why do cramps hurt girls?,154,0.1023392975
en,155,How do you pain from cramps?,155,0.0135495067
en,156,What causes cramps with womens monthly cycle?,156,0.0856880248
en,157,How do you ease severe period cramps,157,0.0257789493
en,158,Can a miscarriage begin with just crampping and not bleeding?,158,0.8726782799
en,159,When I'm on my period I get sharp pains when I poop.. why?,159,0.0472163558
en,160,What helps cramps!?,160,0.1008227766
en,161,WHAT IS A GOOD MEDICATION FOR MUSCLE CRAMPS,161,0.2006717026
en,162,when yew r pms'ing do yew cramp?,162,0.1005361378
en,163,(Re: )Wat r pregnancy cramps?,163,0.1677422822
en,164,When having your first period what do cramps feel like,164,0.1195136607
en,165,When you have your first period do cramps make your stomach ache,165,0.0482858121
en,166,what will make cramps go away  martinez,166,0.0860543549
en,167,What do u do 4 cramps,167,0.1030184925
en,168,Do bananas help avoid side cramps when running distance? Dream as if you'll live forever,168,0.7586521506
en,169,If your period usually lasts about 5-7 days then all of a sudden it only lasts 2 days but you still have cramps what does it mean?,169,0.0741112828
en,170,Slight cramping in tummy just above the pelvis could i be pregnant,170,0.7522509098
en,171,What do you mean pregnant cramps could be less then period cramps,171,0.0582620502
en,172,If i have cramping around the time my period should arrive could i still be pregnant?,172,0.1147055924
en,173,Whats works for mensteral cramps in the lower back,173,0.0617545545
en,174,Do female dogs have cramps and swelling when their in heat?,174,0.1259505451
en,175,Do u bend over with bad stomach cramps with penititis,175,0.0254582763
en,176,Why do i have really bad cramps and bleed when i poop,176,0.003491044
en,177,What does it mean if u get sharp pains almost like a cramp in ur vagina?,177,0.0666535497
en,178,What are cramps in ur vagina a sign of?,178,0.0697674155
en,179,What does it mean when i get cramps on in my vaginal area??,179,0.1616231799
en,180,"I have symptoms of a headache, nausea, cramps, fatigue, and dizziness. What could this be?",180,0.0466456413
en,181,Are menstual cramps false labor pains?,181,0.0006148815
en,182,What causes noctural foot cramps? how do you treat them?,182,0.1098770499
en,183,How many ibuprofin pills should you take to stop period cramps and back pain?,183,0.0283123553
en,184,Y do i have cramps when my period is on,184,0.0709061325
en,185,How do you get rid of a arm cramp?,185,0.1120804548
en,186,Im 23 weeks pregnant is it normal to urinate really dark almost like blood but i am not having cramps,186,0.0581586659
en,187,y am i Cramping lower back pain,187,0.0079374611
en,188,What works better for stomach cramps? Heat or cold? WWJD,188,0.0541470647
en,189,How many weeks do u have to be to start cramping or bleeding in early pregnancy,189,0.1202977896
en,190,Is tea good for cramps,190,0.225204736
en,191,Stomach pain feel like cramping back pain thiqh pain diarreah,191,0.0010233521
en,192,Why am i haveing cramp like pains by tummy/belly and i already had period,192,0.0196655691
en,193,Why do I have cramps when I'm off my period?,193,0.0243119895
en,194,Does pressure on your stomach help period cramps?,194,0.0692484081
en,195,How can you get ride of minstral cramps fast,195,0.1224850714
en,196,Why do i have cramps but im not on my period,196,0.0246933699
en,197,What can you eat to help stop cramps?,197,0.1178213358
en,198,Does your period sometimes make you throw up if you have really bad cramps?,198,0.032844007
en,199,Wat are mestrual cramps?,199,0.0238258839
en,200,What is a NATURAL way to make periods less painful?,200,0.9514945149
en,201,How do you get rid of lei cramps with which vitamin? <: MIA'S CHILD:> SHALOM LEESA,201,0.1502149701
en,202,why do i have thick clear discharge and really bad cramps,202,0.0777862966
en,203,Why do you get bad stomach pains right before you get your period for the first time?,203,0.0565226674
en,204,Is it normal to get pains in your stomach a couple days before your period?,204,0.7456699014
en,205,Are long distance runners more prone ro foot cramps?,205,0.0510288179
en,206,"When you're pregnant, do you shed blood and have stomach pains a week before your period is suppose to start?",206,0.0828284025
en,207,why r my cramps so bad? my period hasnt even started yet!!,207,0.0205908716
en,208,how do u get threw muscle cramps,208,0.0754711628
en,209,Is crample a Word?,209,0.7590332031
en,210,What are the best remedies for back aches and cramps from periods?,210,0.1443873048
en,211,What are somethings u can to get rid of cramps,211,0.1154904664
en,212,How many Advil's should I take for menstrual cramps?,212,0.1294843554
en,213,How do you get rid of cramps?? (A*M*S 8/24/11 :) ONLY 31 MORE DAYS TILL MY BDAY,213,0.8991907835
en,214,What food wont give you cramps when you run?,214,0.0345778167
en,215,does putting in a tampon while having cramps make them worse *61sball61*,215,0.0138879716
en,216,"When you have menstual cramps, does it help to run?",216,0.1803540289
en,217,What causes muscle crampS. And what helps.,217,0.1008661389
en,218,how do u get rid of lower body cramps from a period,218,0.1672760844
en,219,How to help heat cramps ?,219,0.1469402909
en,220,If ur 2-3 weeks pregnant will tht cause intense stomach pain and cramping?,220,0.1975322962
en,221,If i have stomach cramps and i miss a period could i be pregnant?,221,0.0021314323
en,222,If you have cramps and is a week late having a period when should you take a home pregnancy test,222,0.0625924468
en,223,Whats a quick remedy for stomach cramps?,223,0.2345398962
en,224,If your pregnant and havin severe lower back pains and hard stomach cramps what does it mean?,224,0.0154875517
en,225,Can your period cause backpains?,225,0.250688374
en,226,Can menstruation cause lower back pains?,226,0.0245166421
en,227,How do you get back cramps to go away,227,0.0125007033
en,228,What natural way can u get ur period cramps 2 go away?,228,0.2280294597
en,229,If your on your period what foods can cause cramps?,229,0.1403729916
en,230,Tips to ease menstraul cramps,230,0.0722946823
en,231,What are medications that will help ease menstal cramps?,231,0.0904515088
en,232,WHAT IS DYSMENORRHDDA?,232,0.1109362543
en,233,what is a treatment for muscle cramps,233,0.0860588849
en,234,how many bananas do i need to eat to prevent muscle cramps,234,0.095426023
en,235,What kind of cramps will you have while on your period?,235,0.1441252232
en,236,how do u reduce menstrual cramps?,236,0.1079018712
en,237,What are some foods to help minimize menstrual cramps?,237,0.1299179494
en,238,What does it mean if you get calf cramps?,238,0.1292806566
en,239,What is cock sucker cramp,239,0.0041923523
en,240,Can a stomach ache give you cramps?,240,0.0367599726
en,241,Wat would cause cramps n upper thigh like scraping feeling in the bones,241,0.1388194561
en,242,reasons for menstural cramping before bleeding,242,0.1515125334
en,243,late period sore breast cramping but negative pregnancy test. whats wrong with me?  MrsThomas2Be,243,0.0039003491
en,244,Is cramps a sign of low calcium?,244,0.0417399406
en,245,I had a full hysterrectomy and I have cramps how can that be normal?,245,0.0715487301
en,246,Is it normal to have cramps in Ur lower belly when Ur barely a month pregnant ?,246,0.0309412777
en,247,How do u know when ur having a pelvic cramp ?,247,0.1864606738
en,248,Why does menstrual cramps hurt so bad,248,0.0422310531
en,249,What are hip cramps,249,0.0210167468
en,250,Will you cramp if you think your pregnant?,250,0.1348957717
