language,id,text,documents.id,documents.score
en,132,If i eat tuna while on my period can it help with reducing my cramps??,132,0.7509729862
en,133,How to make periodical cramps go away,133,0.0352645814
en,134,What are some ways to ease cramps?,134,0.0659129024
en,135,How early can your stomach start cramping during pregnancy? <Hes mi 1 n only>,135,0.1735056341
en,136,Is it normal to get cramps during early pregnancy,136,0.1532096863
en,137,"I have not gotten my period and i took plan b, all i have is mild cramps, why?",137,0.0702542961
en,138,When you run and you have to pee do you cramp up?,138,0.0195189416
en,139,why do women get cramps during there menstrual cycle?,139,0.1263745427
en,140,Im on my period and i keep getting sharp pains in my butt. Why?,140,0.0277442634
en,141,What do you do to get menstural cramps to go away after you take medicine?,141,0.0242871344
en,142,Menstral cramp help,142,0.0444402993
en,143,Could i still have cramps around the same time im suppose to get my period if im pregnant,143,0.0611672103
en,144,can a women still get cramps if she's pregnant,144,0.0950286984
en,145,Could intense cramping mean your pregnant?,145,0.7083621025
en,146,No period just pains and spotting,146,0.0250792205
en,147,What if she's not pregnant and still has bad cramps?,147,0.0061343908
en,148,How do you help stomach cramps,148,0.1930461824
en,149,Why is my period making me in so much pain but not a lot of blood comes out,149,0.1322825253
en,150,What does it mean when a girl has her period and it aint her time and its regular blood not period blood and the pains are intense  **FOREVER**,150,0.1621269584
en,151,What kind of food or beverage helps menstrual cramps?,151,0.1684439182
en,152,Why do women cramp after sex?,152,0.159181565
en,153,Does pickel jucie help cramps?,153,0.0359677672
en,154,Cramps by belly button in early pregnancy,154,0.0729318559
en,155,"Can you have Menstrual CRAMPS without bleeding, during early pregnancy?",155,0.1146392226
en,156,What els calms cramps?,156,0.1128515005
en,157,My stomach is cramping help,157,0.0172647238
en,158,What does it mean if you having painful cramps and your pregnant,158,0.0714539289
en,159,Why are cramps bad one day and not the next?,159,0.0504267812
en,160,If a female is pregnant at 2 weeks will the pubic bone feel like cramps,160,0.068187803
en,161,What should i do if my period cramps are so painful that i feel like i need to lay down or even vomit and my periods are irregular?,161,0.0059710145
en,162,how do you get rid of sevear cramps.,162,0.0718973875
en,163,What if you have menstrual cramps but no menstrate,163,0.0792585909
en,164,What if you hve cramps but you dont have your period?,164,0.0219269395
en,165,But its my back cramping,165,0.7896256447
en,166,How to get rid of cramps from periods,166,0.0953091681
en,167,Why is my period really heavy and my cramps are really bad,167,0.0092843175
en,168,Where do cramps occur in constipation,168,0.1545397639
en,169,does eating chocolate help with cramps? *mi vida loca*,169,0.144020766
en,170,How soon after sex will you feel cramps?,170,0.0296231508
en,171,How to make a bad cramp go away?,171,0.0456353128
en,172,Why do girls get stomach cramps,172,0.0586222112
en,173,after having sex without a comdom. what does it mean when you get bad cramps on and off the next day?,173,0.1689072251
en,174,Can you have cramps while spotting,174,0.0744276345
en,175,If u are having bad cramps in ur lower back is that giving a sign of starting your period soon,175,0.1210678816
en,176,Can sex help period cramps? A7X,176,0.0830419958
en,177,what could be wrong if you have cramps and your pregnant?,177,0.0141542256
en,178,Is there such thing as vaginal cramps,178,0.0785905123
en,179,What time of the month so most girls get menstrual cramps?,179,0.1465634406
en,180,So i get real bad cramps . Is that a sign of early pregnancy .?,180,0.1003575623
en,181,What will reduce cramps,181,0.1173807979
en,182,Who played ms. Cramptry in the little rascals?,182,0.7367204428
en,183,Can u have sex while on ur period *pain*suffering*,183,0.1707162261
en,184,Why am i having bad cramps 2 days after sex??,184,0.062912643
en,185,What helps womens cramps?,185,0.074629575
en,186,Is spotting painful at the begining of a pregnancy. Is spotting like cramps when pregnant?,186,0.1001712084
en,187,"i have very light bleeding some cramping an increase in eating and about 2 weeks ago i had sex, am i pregnant?",187,0.1199662089
en,188,Painful periods?,188,0.0892167985
en,189,Whats the best food to get rid of cramps -Krissi&Brian-,189,0.222115308
en,190,Could pains and cramps in the uterus be a sign of pregnancy?,190,0.1240025163
en,191,Can you still have cramps when your pregant,191,0.0456022024
en,192,Are apples good for muscle cramping?,192,0.9014189839
en,193,Hw do I get my bf to stop being mean bout my cramps.,193,0.0638869107
en,194,How you get rid of cramps.,194,0.0929805338
en,195,what is best to stop cramps? *P.S.I Luv U*,195,0.233569324
en,196,What is good to eat for cramps,196,0.780561924
en,197,Why do i experience intense cramping in the morning these past two weeks? *Marry me ...today and everyday*,197,0.5
en,198,What does it mean when your cramping but your not on your period?,198,0.85758394
en,199,How long would implantation cramping last?,199,0.0547011197
en,200,What is the remedy for menstrural cramps?,200,0.0288091004
en,201,What should a girl do if her period cramps are so bad she gets nauseas?,201,0.0993454158
en,202,What if every since we had sex 3 times while being on my period and every since i have had stomach and back and breast pain,202,0.1040275693
en,203,Caan u take pamprin for period cramps if u have kidney failure  Hannah,203,0.0557006598
en,204,What helps cure menstrual cramps?,204,0.1217282712
en,205,"How do i prevent my muscles from cramping, cuz im gonna be doing miles every day, and im not used to....? ',..,'",205,0.2424983084
en,206,Is it normal to have mild stomach cramping while pregnant? -J.A.G:),206,0.7532703876
en,207,Is ibuprofen good for menstrual cramps?,207,0.1746925116
en,208,Is cramps durin pregnancy normal,208,0.0842067897
en,209,is it normal to get cramps during pregnacy?,209,0.1666971445
en,210,Is it normal for new mothers to experience cramping in her lower abdomen during the first weeks of pregnancy?,210,0.2409398258
en,211,What does it mean if you are cramping and you have alot of leakage coming from your vigina?,211,0.2237033248
en,212,When you miss your first period during a pregnancy is it normal to have cramps? 1.15.11<3,212,0.0454355478
en,213,"Im getting emotional, and sometimes i get cramps, but im 4 days late for my period, why?",213,0.0264720321
en,214,How long could cramping last after having sex,214,0.0645978749
en,215,Do miscarriages cause severe stomach cramps?,215,0.0176327229
en,216,Does running help with cramps?,216,0.061123997
en,217,Could a girl who is pregnant have cramps durning sex,217,0.0962952077
en,218,Why do i get cramps if im not on my period,218,0.0388474166
en,219,How can i help period cramps and cramping,219,0.1350812316
en,220,What does it mean if you have cramps in your lower stomach area for a girl  *5/23/11*,220,0.1650591195
en,221,Why do i have really bad cramps? I'm not even on my period,221,0.0214495659
en,222,Does poisin ivy of the cramps have a mailing adress?,222,0.0703392923
en,223,If you had a miscarriage would your stomach still be hard and would you have cramps?,223,0.0236047804
en,224,Is walking good for when you have cramps?,224,0.7682315111
en,225,Is it normal to have slight cramps at the begining of the pregnancy?,225,0.1344720125
en,226,Why do i get cramps all throughout my period?,226,0.0410920382
en,227,What is menstral cramping? <3 FIVE DAYS <3,227,0.9999961257
en,228,Easy ways to reduce period pain,228,0.2130633295
en,229,What helps cramps?  Dustin<3,229,0.1382484138
en,230,What causes severe lower abdominal cramps?,230,0.0131237507
en,231,is lower cramps similar to period cramps a sign of implantation but no bleeding?,231,0.0546733141
en,232,What stops cramps from a period?,232,0.0872639716
en,233,how do you make stomach cramps go away ? Dancer<3,233,0.1072411239
en,234,Whats the best thing too do when you have really bad cramps?,234,0.1110579073
en,235,Does smoking cigarettes cause worse cramps for women during their period?,235,0.0821363926
en,236,Why would a pregnant girl have lower back cramping in the begining of pregnancy?,236,0.310634017
en,237,How do you get rid of cramps with just house hold items.,237,0.1425361037
en,238,Whats something you can do ease stomach cramps?,238,0.2032350004
en,239,Does early pregnacy cause back pains or just pms?,239,0.0324238539
en,240,How to get away from menstrual cramps?,240,0.0493823886
en,241,what are cramps? -LTJ<3,241,0.0586079359
en,242,What kinds of food should someone eat when they have period cramps?,242,0.2291140258
en,243,are GIRL DOGS In pain when they get their period,243,0.124925822
en,244,I think i'm pregnant but my stomache is cramping is this normal?,244,0.2878771126
en,245,Is intense cramping a sign of pregnancy?,245,0.5
en,246,How does intercourse sooth peroid cramps?,246,0.1268594861
en,247,Why do my menstrual cramps get worse when i eat?,247,0.0160481334
en,248,What makes your tummy feel better if you have muscle cramps?,248,0.1054857671
en,249,Are side cramps normal,249,0.1277417541
en,250,what do you do if you have a really bad foot cramp?,250,0.0140017569
