Word,Level,Weight,Length,Start,End
mrspearsal,1,2.3089728233913016,1,2010,2010
aaamy'sgirl,1,1.83582135925006,1,2009,2009
raj&pah,1,5.476964694592867,2,2011,
rayann,1,1.6492573325757345,1,2010,2010
virgen,1,1.869096238230918,1,2012,
earlier,1,1.9426622447005855,1,2012,
mrs.barrigar,1,2.3089728233913016,1,2010,2010
swag,1,1.6780938254060747,1,2010,2010
lvetp,1,1.6492573325757345,1,2010,2010
helen,1,1.6276933933100057,1,2012,
christ,1,2.110502895959213,1,2012,
tyler'sgirl,1,1.979114181002938,1,2010,2010
abdomni,1,2.653083890704758,1,2012,
donnie&jessica,1,2.3060222844012985,2,2011,
chris,1,1.8982952265259954,1,2010,2010
freisan,1,3.255414253153745,1,2012,
3iwuvyou,1,2.3089728233913016,1,2010,2010
meat,1,5.432307540336931,1,2009,2009
abodmen,1,1.960524351570398,1,2009,2009
3ilynano,1,1.6492573325757345,1,2010,2010
8/17/08,1,1.979114181002938,1,2010,2010
trough,1,5.607657921021383,1,2010,2010
repli,1,2.937519556721332,2,2011,
l@di,1,1.979114181002938,1,2010,2010
jdm&dhsj,1,4.323873053922225,2,2011,
bell,1,12.724223025294492,1,2012,
mens,1,4.311960054137273,1,2012,
best,1,108.4656992862233,1,2009,2009
latley,1,1.990973114791779,1,2012,
earlist,1,2.9542508528656852,1,2012,
wizzabiff,1,2.447768736467225,1,2009,2009
spire,1,1.6276933933100057,1,2012,
household,1,1.658713778808031,1,2009,2009
ilovemygirl,1,1.979114181002938,1,2010,2010
progesteron,1,2.29215216357105,1,2012,
dysmenorhoea,1,1.9560796821186957,2,2011,
ibueprofen,1,1.6587425318059537,1,2012,
11alan-jenif,1,1.83582135925006,1,2009,2009
lup'fu,1,2.968695490316944,1,2010,2010
choppashay,1,1.7295074254755063,2,2011,
stolenn,1,1.7295074254755063,2,2011,
cowgirl,1,2.3161206295325814,2,2011,
contol,1,3.2865043988381375,1,2012,
14th,1,4.945079679801249,1,2009,2009
trish,1,2.502499073894076,1,2012,
oliv,1,2.0852314097776055,1,2009,2009
frst,1,1.6734055032434858,1,2009,2009
o1.o1.2oo9,1,1.6492573325757345,1,2010,2010
ms.lake,1,1.979114181002938,1,2010,2010
crampton,1,3.6951057523441486,1,2009,2009
2cute4you,1,1.979114181002938,1,2010,2010
g@gne,1,1.7295074254755063,2,2011,
piglet,1,1.6492573325757345,1,2010,2010
hailey&beto,1,2.170263961380424,1,2012,
tissu,1,5.2802684858764,1,2012,
sempr,1,3.1048329982323137,1,2012,
mrs.whitak,1,1.9011171148363797,2,2011,
chassluvsjordan&bayle,1,1.6276933933100057,1,2012,
youmakemesmil,1,2.6388332598378756,1,2010,2010
7/9/10,1,5.277781337755368,1,2010,2010
stohmach,1,2.3089728233913016,1,2010,2010
11/19/2010-babe,1,2.8825433354175054,2,2011,
hig&dwm,1,3.797993976884766,1,2012,
1babyboy,1,2.6388332598378756,1,2010,2010
ch0ne,1,2.3089728233913016,1,2010,2010
period.what,1,1.87931527330006,1,2009,2009
ammonia,1,5.345159590966034,1,2009,2009
getin,1,1.7777334707281387,2,2011,
mrs.mccollough,1,2.968695490316944,1,2010,2010
15th,1,3.9122971965064295,2,2011,
naseaus,1,1.7844684559055821,2,2011,
5-10-11,1,2.8825433354175054,2,2011,
ilovejak,1,5.476964694592867,2,2011,
sixth,1,2.903137024767498,1,2009,2009
i.f.l.y.s.q.j,1,1.6492573325757345,1,2010,2010
uderek,1,1.83582135925006,1,2009,2009
parti,1,3.294035574225969,1,2010,2010
pulli,1,1.6276933933100057,1,2012,
jessesgirl,1,6.2339936194212555,1,2010,2010
ubarbi,1,1.6492573325757345,1,2010,2010
earth,1,2.041732949609029,1,2009,2009
collin,1,2.017764080913615,2,2011,
easha,1,5.188689462207226,2,2011,
similiar,1,1.8038784354146276,1,2009,2009
ilovejoshua,1,2.1893764431219935,2,2011,
ustephaniee,1,1.83582135925006,1,2009,2009
hehasmyheart,1,2.7128375813222405,1,2012,
j.e.m,1,5.765241475092264,2,2011,
klm&ar,1,1.6492573325757345,1,2010,2010
chudosflakkita,1,1.83582135925006,1,2009,2009
fucc,1,3.2651221112572575,1,2010,2010
trott,1,6.934144484912831,1,2012,
lovez,1,2.017764080913615,2,2011,
function,1,1.6734055032434858,1,2009,2009
spoon,1,1.959916998409224,1,2012,
3keith,1,11.627394866096687,1,2009,2009
dayquil,1,3.6785135459790803,1,2012,
sport,1,5.2064755840251795,1,2009,2009
mrs.littrel,1,2.017764080913615,2,2011,
midgetbear,1,2.170263961380424,1,2012,
diareha,1,2.3085196023211783,1,2009,2009
4/13/10,1,2.6388332598378756,1,2010,2010
quil,1,1.6276933933100057,1,2012,
fume,1,1.7295074254755063,2,2011,
destini,1,1.9122257302321803,1,2010,2010
uinuy,1,2.6388332598378756,1,2010,2010
cowboy,1,2.5933276502376916,1,2012,
domo,1,1.6276933933100057,1,2012,
aiden,1,2.594282035905893,2,2011,
maison,1,2.170263961380424,1,2012,
vicoden,1,2.5933276502376916,1,2012,
mike,1,4.701459266201633,1,2009,2009
calvin,1,1.6492573325757345,1,2010,2010
mimi,1,1.7185110409273947,1,2012,
dote,1,4.288162352800899,1,2010,2010
s.p.m,1,1.979114181002938,1,2010,2010
mile,1,3.001812677332649,1,2009,2009
throwup,1,1.711543366922152,1,2010,2010
mint,1,3.288927025674851,1,2012,
smyptom,1,1.6276933933100057,1,2012,
bird,1,2.1229410674157756,1,2009,2009
doyn,1,1.6276933933100057,1,2012,
bitc,1,3.628425333392462,1,2010,2010
hannah,1,15.713754715991527,1,2012,
32110,1,2.3089728233913016,1,2010,2010
patch,1,2.189570313833501,1,2009,2009
amour,1,2.3060222844012985,2,2011,
lowerback,1,2.9853328547750655,1,2012,
vigin,1,2.5335688597628883,1,2012,
marlon,1,1.979114181002938,1,2010,2010
abort,1,3.175533157862212,1,2009,2009
excruci,1,2.8248283710179916,1,2009,2009
nausat,1,2.017764080913615,2,2011,
18th,1,2.7407167689531224,1,2009,2009
tramadol,1,3.850633380370976,2,2011,
medley,1,1.6276933933100057,1,2012,
aliyah,1,2.3089728233913016,1,2010,2010
ashley,1,7.105850106960752,1,2010,2010
pregnnci,1,1.960524351570398,1,2009,2009
lindsey,1,3.7824612644229503,2,2009,2010
chelsea,1,2.1417544650013376,1,2010,2010
ruptur,1,3.468181888440288,1,2012,
clumpi,1,2.3519133665884757,1,2012,
markus,1,1.7295074254755063,2,2011,
peytonamor,1,1.6492573325757345,1,2010,2010
brooki,1,3.131365409933051,1,2010,2010
fulli,1,1.8093302103608733,1,2012,
19th,1,1.8787804416922267,1,2010,2010
rudus,1,3.255414253153745,1,2012,
classi,1,1.979114181002938,1,2010,2010
dysmennorrhoea,1,3.408432817551578,1,2012,
effac,1,2.261087903010534,1,2012,
softlysing,1,1.6276933933100057,1,2012,
10/21/09,1,1.9456703099827317,1,2010,2010
hunter.leann,1,1.83582135925006,1,2009,2009
vein,1,4.5467079497931735,1,2010,2010
kell,1,1.83582135925006,1,2009,2009
constent,1,2.47092599002265,2,2011,
iwillalwaysloveyou,1,2.3060222844012985,2,2011,
codylawrencecamp,1,5.476964694592867,2,2011,
3/1/11,1,1.7295074254755063,2,2011,
josea.alvarado,1,3.170806182971976,2,2011,
provera,1,3.781427100336259,1,2012,
hmmsatt,1,1.83582135925006,1,2009,2009
trentwife2013,1,2.170263961380424,1,2012,
4evr,1,9.791818443126264,1,2010,2010
sissy&bubba,1,1.979114181002938,1,2010,2010
abnomin,1,1.8415985629211056,1,2009,2009
4everr,1,1.869096238230918,1,2012,
drew,1,1.6734055032434858,1,2009,2009
kevinsforev,1,1.83582135925006,1,2009,2009
mcdonald,1,1.8093302103608733,1,2012,
yourthebestjt,1,2.447768736467225,1,2009,2009
diarehea,1,2.050739280476739,1,2012,
baclofen,1,2.1229410674157756,1,2009,2009
pastprayingfor,1,2.3089728233913016,1,2010,2010
dhiarrea,1,1.6276933933100057,1,2012,
mccathran,1,2.594282035905893,2,2011,
torrey,1,1.6276933933100057,1,2012,
ateam,1,2.968695490316944,1,2010,2010
uchelsu,1,1.6492573325757345,1,2010,2010
ukimucolbyu,1,1.6492573325757345,1,2010,2010
sister,1,2.708827696146269,1,2009,2009
flight,1,2.2853558623741765,1,2009,2009
wesley,1,2.594282035905893,2,2011,
loganoo,1,1.83582135925006,1,2009,2009
monday,1,2.703018020788499,1,2009,2009
motiv,1,2.765899743799623,2,2011,
crampinh,1,1.8093302103608733,1,2012,
marieu,1,3.2656530003664512,1,2009,2009
ilovehunt,1,2.3089728233913016,1,2010,2010
taco,1,1.87931527330006,1,2009,2009
stumhic,1,2.447768736467225,1,2009,2009
talk,1,3.4631061641176117,1,2009,2009
uamanda,1,1.6492573325757345,1,2010,2010
independ,1,2.471622985860871,1,2010,2010
9.3.10,1,1.979114181002938,1,2010,2010
vhat,1,1.6492573325757345,1,2010,2010
ashchip,1,2.447768736467225,1,2009,2009
bestdaysofmylif,1,1.6276933933100057,1,2012,
killa,1,1.9011171148363797,2,2011,
masterab,1,1.6734055032434858,1,2009,2009
d0nt,1,2.017764080913615,2,2011,
wesnaw,1,2.170263961380424,1,2012,
serev,1,1.9011171148363797,2,2011,
sophia,1,1.6492573325757345,1,2010,2010
swine,1,4.733191920752489,1,2009,2009
ouch,1,1.760386653449391,1,2009,2009
ipowh,1,2.594282035905893,2,2011,
stabbin,1,2.502499073894076,1,2012,
duke,1,5.277781337755368,1,2010,2010
eddin,1,1.7295074254755063,2,2011,
09/03/09,1,2.170263961380424,1,2012,
rachel,1,1.9745183863956832,1,2010,2010
9month,1,2.2086439346703948,1,2010,2010
dure,1,2.1417544650013376,1,2010,2010
fatigu,1,5.2299572613541585,1,2009,2009
associ,1,5.802454696820206,1,2009,2009
puttin,1,1.7404776137811098,2,2009,2010
6-12,1,3.2656530003664512,1,2009,2009
moon,1,1.7404776137811113,2,2009,2010
gotwatchaw,1,1.979114181002938,1,2010,2010
more,1,1.9001509016372466,1,2012,
diarriah,1,1.990973114791779,1,2012,
3greg,1,2.968695490316944,1,2010,2010
bout,1,2.8914343993139546,1,2009,2009
karebear,1,2.2853558623741765,1,2009,2009
vinc,1,2.447768736467225,1,2009,2009
9u3ss,1,2.3060222844012985,2,2011,
6.26.10,1,2.594282035905893,2,2011,
patient,1,2.247650906422709,1,2009,2009
movi,1,2.2036799628844745,1,2012,
truli,1,2.371288316089805,1,2010,2010
mussel,1,1.9560796821186957,2,2011,
tayla&julian,1,1.6276933933100057,1,2012,
nolovelostnolovefound,1,2.017764080913615,2,2011,
smurfett,1,2.170263961380424,1,2012,
fastest,1,13.506650490904924,1,2009,2009
vivi,1,2.3089728233913016,1,2010,2010
jasmin,1,1.7295074254755063,2,2011,
franki,1,1.6492573325757345,1,2010,2010
tenth,1,1.6128593345461546,2,2011,
selfright,1,2.3060222844012985,2,2011,
randi,1,4.495506799683941,2,2011,
missdaisi,1,1.6492573325757345,1,2010,2010
vinag,1,1.6128593345461546,2,2011,
5.15.11,1,2.7128375813222405,1,2012,
princessu,1,3.0597195758075495,1,2009,2009
jacob&mar,1,2.017764080913615,2,2011,
d.berg,1,1.6492573325757345,1,2010,2010
bnh&nss,1,2.6388332598378756,1,2010,2010
corey,1,2.5673804662416995,1,2010,2010
th0mps0n,1,11.015395553888073,1,2009,2009
ain't,1,2.624398889438403,1,2012,
welcom,1,2.2755305692474304,1,2010,2010
3sdakota,1,2.017764080913615,2,2011,
irrugular,1,1.6276933933100057,1,2012,
nausiat,1,6.516192461665247,1,2012,
thatshouldbemefeelinyourkiss,1,1.7295074254755063,2,2011,
young&wild,1,1.6276933933100057,1,2012,
chenoodl,1,5.968343391560051,1,2012,
twitch,1,1.7719183806736618,1,2009,2009
philipsforev,1,2.447768736467225,1,2009,2009
premenustr,1,1.979114181002938,1,2010,2010
ailov,1,1.979114181002938,1,2010,2010
l.a.p,1,3.797993976884766,1,2012,
asherbean,1,3.4968327380982407,1,2012,
tend,1,4.9628214953365015,1,2009,2009
c.j.mu,1,2.447768736467225,1,2009,2009
"3dakota,4ev",1,2.170263961380424,1,2012,
2gether,1,2.5385092217221104,1,2010,2010
tere,1,2.6388332598378756,1,2010,2010
term,1,2.380869164349022,1,2009,2009
3djforev,1,2.8825433354175054,2,2011,
mesntrual,1,2.701163481909191,1,2010,2010
3nick,1,3.2651221112572575,1,2010,2010
b121611,1,2.170263961380424,1,2012,
oxox,1,3.4590705785821587,2,2011,
badazbrit,1,1.6276933933100057,1,2012,
jerrica,1,1.6492573325757345,1,2010,2010
j.m.f,1,1.7295074254755063,2,2011,
menstual,1,10.112576488448092,1,2009,2009
m.o.n.i.c.a,1,1.83582135925006,1,2009,2009
cloudi,1,1.8139707205313087,1,2012,
gaten,1,1.7295074254755063,2,2011,
singer,1,1.8038784354146276,1,2009,2009
hatchet,1,1.6492573325757345,1,2010,2010
jenna,1,4.408384266328252,1,2009,2009
3trevor,1,2.3089728233913016,1,2010,2010
shaki,1,3.1694110326875062,1,2012,
3melisa,1,2.170263961380424,1,2012,
kitti,1,2.2993084491082545,2,2011,
shane,1,5.8006991783424855,1,2009,2009
menstrat,1,6.522923478164188,1,2009,2009
couch,1,4.187862568555098,1,2010,2010
gabi,1,3.628425333392462,1,2010,2010
spyke,1,1.979114181002938,1,2010,2010
sarahleigh,1,2.594282035905893,2,2011,
gage,1,1.6492573325757345,1,2010,2010
sammi,1,2.2002175520669476,2,2009,2010
addicted2mik,1,2.6388332598378756,1,2010,2010
flexaril,1,1.979114181002938,1,2010,2010
sp3rsu,1,12.851403878266122,1,2009,2009
tymeu,1,2.3089728233913016,1,2010,2010
option,1,2.8219271369872585,1,2009,2009
gall,1,2.0040209410853755,1,2009,2009
visit,1,1.6678181041533202,2,2011,
salsa,1,2.411672019579847,1,2012,
darrian,1,2.3060222844012985,2,2011,
abdomanol,1,2.3542733659992177,2,2011,
willi,1,1.6128593345461546,2,2011,
3s.a.w,1,2.7128375813222405,1,2012,
xoxox,1,2.0196805450402096,1,2012,
kbhloveskr,1,3.0597195758075495,1,2009,2009
syrup,1,2.411672019579847,1,2012,
btjc,1,1.6276933933100057,1,2012,
belieb,1,2.170263961380424,1,2012,
hurttin,1,4.612143641884838,2,2011,
ilovej.c.c,1,2.594282035905893,2,2011,
ihad,1,5.957130723488703,1,2009,2009
brann,1,2.170263961380424,1,2012,
10u20u10,1,4.323873053922225,2,2011,
simalar,1,1.6492573325757345,1,2010,2010
n0tearsn0pain,1,1.6492573325757345,1,2010,2010
lilli,1,6.6300811057896905,2,2011,
knot,1,1.6152265273096935,1,2009,2009
m0v3,1,1.7295074254755063,2,2011,
tay&jon,1,13.260981215252517,2,2011,
wothout,1,1.615811844738849,1,2010,2010
menstrul,1,13.454184009010959,1,2009,2009
menstrus,1,2.0727289090171146,2,2011,
flapper,1,2.562255245692335,1,2012,
cider,1,2.0040209410853755,1,2009,2009
cranki,1,2.3346577246689257,1,2009,2009
bugg,1,2.24208760632607,1,2010,2010
hapen,1,4.040025028456963,1,2009,2009
syd.mayn,1,2.170263961380424,1,2012,
onelov,1,2.204148704999636,1,2009,2009
onlygirl,1,1.6492573325757345,1,2010,2010
bump,1,2.021349412915254,1,2009,2009
classroom,1,1.7295074254755063,2,2011,
raver,1,1.83582135925006,1,2009,2009
weeksu,1,1.83582135925006,1,2009,2009
6.2o.1o,1,1.7295074254755063,2,2011,
tier,1,2.247650906422709,1,2009,2009
slimmi,1,2.261087903010534,1,2012,
wasn't,1,2.0967969148227157,1,2009,2009
ilovemyantonio,1,11.394430575515017,1,2012,
urbina,1,1.83582135925006,1,2009,2009
anyway,1,2.497082783219337,1,2009,2009
ting,1,1.6300168248020497,1,2012,
jacob,1,2.333232895155902,1,2010,2010
keith,1,2.261087903010534,1,2012,
crampz,1,5.63035668060248,1,2009,2009
braxton,1,2.4831481288744257,1,2012,
nicki,1,2.411672019579847,1,2012,
miiss,1,2.3089728233913016,1,2010,2010
j.r.h,1,3.797993976884766,1,2012,
twice,1,1.707946851570627,1,2009,2009
killer,1,5.137889063367602,1,2009,2009
court,1,3.6340044036235923,1,2009,2009
cours,1,1.7495616322700829,1,2012,
brentu,1,1.83582135925006,1,2009,2009
playboy,1,2.3089728233913016,1,2010,2010
darvocet,1,1.6492573325757345,1,2010,2010
muscular,1,2.535938355101778,1,2012,
mrs.yield,1,2.3089728233913016,1,2010,2010
headac,1,3.2471536757951895,2,2011,
arick,1,2.7128375813222405,1,2012,
alm&bmm,1,1.979114181002938,1,2010,2010
ninjett,1,1.6492573325757345,1,2010,2010
10u10u08,1,8.567432930225122,1,2009,2009
chesne,1,2.594282035905893,2,2011,
saturday,1,2.865442978667194,1,2009,2009
k.k.w,1,1.6276933933100057,1,2012,
tiffani,1,2.471622985860871,1,2010,2010
christen.in.lalaland,1,1.83582135925006,1,2009,2009
uwarn,1,1.83582135925006,1,2009,2009
runni,1,2.3014700799067427,1,2012,
sinner,1,1.6276933933100057,1,2012,
nevergiveup,1,1.6128593345461546,2,2011,
iamher,1,1.6492573325757345,1,2010,2010
scowboy,1,1.6492573325757345,1,2010,2010
dysmenorhea,1,2.7773723289209657,1,2012,
a.h.m,1,4.340576752576004,1,2012,
overl,1,2.017764080913615,2,2011,
sicken,1,1.6734055032434858,1,2009,2009
billi,1,2.5875769210542625,2,2011,
jerri,1,1.6128593345461546,2,2011,
tyrel,1,1.83582135925006,1,2009,2009
milki,1,5.890291782803498,1,2012,
3youramaz,1,1.7295074254755063,2,2011,
jclrh,1,2.8825433354175054,2,2011,
seventeeno9,1,4.288162352800899,1,2010,2010
milla,1,1.7295074254755063,2,2011,
sinsofmyyouth,1,2.3089728233913016,1,2010,2010
expirienc,1,1.869096238230918,1,2012,
taken,1,4.174103683290113,1,2009,2009
im17,1,1.6276933933100057,1,2012,
52209,1,3.6716738772970032,1,2009,2009
m.a.k,1,1.83582135925006,1,2009,2009
m.a.g,1,1.979114181002938,1,2010,2010
3.charli,1,2.447768736467225,1,2009,2009
neverwannaloseu,1,1.6276933933100057,1,2012,
menstruel,1,14.908259858519287,1,2009,2009
3never-end,1,3.170806182971976,2,2011,
complex,1,1.6734055032434858,1,2009,2009
3-31-10,1,1.6492573325757345,1,2010,2010
trainer,1,5.648609132794986,2,2011,
codein,1,2.940827655023148,1,2009,2009
snickerdoodl,1,1.979114181002938,1,2010,2010
kate&trev,1,2.6388332598378756,1,2010,2010
placebo,1,1.8118877382733602,1,2010,2010
6/21/11-2/17/12,1,1.6276933933100057,1,2012,
snowflak,1,2.2755305692474304,1,2010,2010
k.m.m,1,5.360331227258449,2,2011,
brent,1,1.979114181002938,1,2010,2010
wynter,1,2.170263961380424,1,2012,
uturus,1,1.7495616322700829,1,2012,
ilyb,1,2.0196805450402096,1,2012,
ashbomb,1,2.8825433354175054,2,2011,
anw&zjw,1,3.647413802720857,1,2012,
thanx,1,1.6734055032434858,1,2009,2009
kk&trent,1,2.017764080913615,2,2011,
thank,1,2.8306090374019703,1,2009,2009
11-30-11,1,4.88316258023727,1,2012,
mommyu,1,1.979114181002938,1,2010,2010
kariva,1,1.83582135925006,1,2009,2009
puberti,1,14.210574411880568,1,2010,2010
spoken,1,1.7295074254755063,2,2011,
upsli,1,1.83582135925006,1,2009,2009
nasusea,1,1.6734055032434858,1,2009,2009
georgiababyy,1,1.6492573325757345,1,2010,2010
ilovedomin,1,2.017764080913615,2,2011,
x0bethanyy,1,2.447768736467225,1,2009,2009
